ecut,nkpts,alat,energy,total_force,run_time
40.0,168.0,5.42,-111.49644489,0.0,
40.0,266.0,5.42,-111.49673233,0.0,
40.0,384.0,5.42,-111.49687305,0.0,
40.0,540.0,5.42,-111.4969471,0.0,
40.0,740.0,5.42,-111.496988,0.0,
40.0,968.0,5.42,-111.49700986,0.0,
40.0,1248.0,5.42,-111.49702117,0.0,
40.0,1586.0,5.42,-111.49702674,0.0,
40.0,1960.0,5.42,-111.49702927,0.0,
