ecut,nkpts,alat,energy,total_force,run_time
80.0,10.0,7.5,-364.95741137,0.0,
80.0,20.0,7.5,-364.95732943,0.0,
80.0,35.0,7.5,-364.95733583,0.0,
80.0,56.0,7.5,-364.95732794,0.0,
80.0,84.0,7.5,-364.95732739,0.0,
80.0,120.0,7.5,-364.9573276,0.0,
